Doc_ID,Line_Length,Line_Words,Number_of_Lines,Inline_space_tab,Indent_space_tab,number_of_spaces,number_of_underscores,identifiers_with_underscore,Number_of_Identifiers,Number_of_keywords,Programmer
Doc_136,"(LL_28, 1), (LL_33, 1), (LL_1, 22), (LL_16, 1), (LL_15, 2), (LL_27, 1), (LL_21, 1), (LL_19, 1), (LL_20, 1), (LL_17, 2), (LL_21, 1), (LL_18, 2), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_0, 22), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_6, 3), (LW_1, 1)",37,"(IS_2, 1), (IS_1, 6), (IS_0, 7), (IS_3, 1), (IT_0, 2), (IT_2, 11), (IT_3, 1), (IT_1, 1)","(IN_0, 15)",37,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 3), (T3, 3), (w1, 3), (w2, 3), (w3, 3), (z, 3), (G1, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), (G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_11
Doc_137,"(LL_28, 1), (LL_51, 1), (LL_1, 4), (LL_25, 1), (LL_14, 1), (LL_44, 1), (LL_67, 1), (LL_52, 1)","(LW_5, 2), (LW_9, 1), (LW_0, 4), (LW_4, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",12,"(IS_2, 1), (IS_7, 1), (IS_1, 2), (IS_11, 1), (IS_15, 1), (IS_13, 1), (IS_0, 1)","(IN_0, 8)",50,10,"(Circuit_2, 2), (Out_1, 2), (Out_2, 3), (Out_3, 3)","(Out_1, 2), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7), (Out1, 1)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_11
Doc_138,"(LL_28, 1), (LL_51, 1), (LL_1, 4), (LL_25, 1), (LL_14, 1), (LL_46, 1), (LL_67, 1), (LL_52, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_0, 4), (LW_4, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",12,"(IS_2, 1), (IS_7, 1), (IS_1, 2), (IS_11, 1), (IS_15, 1), (IS_13, 1), (IS_0, 1)","(IN_0, 8)",50,10,"(Circuit_2, 2), (Out_1, 2), (Out_2, 3), (Out_3, 3)","(Out_1, 2), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7), (Out1, 1)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_11
Doc_139,"(LL_28, 1), (LL_51, 1), (LL_1, 4), (LL_26, 1), (LL_14, 1), (LL_46, 1), (LL_67, 1), (LL_52, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_0, 4), (LW_4, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",12,"(IS_2, 1), (IS_7, 1), (IS_1, 2), (IS_11, 1), (IS_15, 1), (IS_13, 1), (IS_0, 1)","(IN_0, 8)",50,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_11
Doc_140,"(LL_28, 1), (LL_51, 1), (LL_1, 4), (LL_26, 1), (LL_15, 1), (LL_46, 1), (LL_67, 1), (LL_52, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_0, 4), (LW_4, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",12,"(IS_2, 1), (IS_7, 1), (IS_1, 2), (IS_11, 1), (IS_15, 1), (IS_13, 1), (IS_0, 1)","(IN_0, 8)",50,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_11
Doc_141,"(LL_28, 1), (LL_51, 1), (LL_1, 4), (LL_26, 1), (LL_15, 1), (LL_50, 1), (LL_67, 1), (LL_52, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_0, 4), (LW_4, 1), (LW_8, 2), (LW_11, 1), (LW_1, 1)",12,"(IS_2, 1), (IS_7, 1), (IS_1, 2), (IS_15, 1), (IS_13, 2), (IS_0, 1)","(IN_0, 8)",52,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 10), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_11
Doc_142,"(LL_28, 1), (LL_51, 1), (LL_1, 4), (LL_26, 1), (LL_15, 1), (LL_50, 1), (LL_67, 1), (LL_52, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_0, 4), (LW_4, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",12,"(IS_2, 1), (IS_7, 1), (IS_1, 2), (IS_11, 1), (IS_15, 1), (IS_13, 1), (IS_0, 1)","(IN_0, 8)",50,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_11
Doc_143,"(LL_28, 1), (LL_51, 1), (LL_1, 4), (LL_26, 1), (LL_15, 1), (LL_45, 1), (LL_67, 1), (LL_52, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_0, 4), (LW_4, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",12,"(IS_2, 1), (IS_7, 1), (IS_1, 2), (IS_11, 1), (IS_15, 1), (IS_13, 1), (IS_0, 1)","(IN_0, 8)",50,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_11
Doc_144,"(LL_28, 1), (LL_51, 1), (LL_1, 4), (LL_26, 1), (LL_15, 1), (LL_46, 1), (LL_67, 1), (LL_52, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_0, 4), (LW_4, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",12,"(IS_2, 1), (IS_7, 1), (IS_1, 2), (IS_11, 1), (IS_15, 1), (IS_13, 1), (IS_0, 1)","(IN_0, 8)",50,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_11
Doc_145,"(LL_33, 1), (LL_40, 1), (LL_1, 5), (LL_10, 2), (LL_15, 1), (LL_2, 1), (LL_7, 1), (LL_16, 1), (LL_14, 16), (LL_13, 1)","(LW_5, 19), (LW_7, 1), (LW_0, 6), (LW_2, 1), (LW_1, 3)",30,"(IS_2, 1), (IS_4, 1), (IS_1, 3), (IS_0, 19), (IT_0, 7), (IT_6, 1), (IT_5, 16)","(IN_0, 6), (IN_1, 18)",114,4,"(UDP_Majority_4, 2)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_11
Doc_146,"(LL_33, 1), (LL_40, 1), (LL_1, 5), (LL_11, 2), (LL_16, 2), (LL_2, 1), (LL_7, 1), (LL_14, 16), (LL_13, 1), (LL_10, 1)","(LW_5, 19), (LW_7, 1), (LW_0, 6), (LW_2, 1), (LW_1, 3)",30,"(IS_2, 1), (IS_4, 1), (IS_1, 3), (IS_0, 19), (IT_0, 7), (IT_6, 1), (IT_5, 16)","(IN_0, 4), (IN_1, 20)",116,4,"(UDP_Majority_4, 2)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_11
Doc_147,"(LL_27, 1), (LL_48, 1), (LL_1, 1), (LL_23, 1), (LL_17, 2), (LL_16, 1), (LL_14, 1), (LL_6, 1), (LL_32, 2), (LL_4, 2), (LL_11, 1), (LL_10, 1)","(LW_5, 4), (LW_7, 1), (LW_0, 1), (LW_4, 1), (LW_2, 3), (LW_3, 1), (LW_1, 4)",15,"(IS_2, 1), (IS_6, 1), (IS_0, 8), (IS_1, 2), (IS_3, 2), (IT_0, 10), (IT_2, 2), (IT_3, 2)","(IN_0, 12), (IN_1, 2)",28,4,"(sum_diff, 4)","(sum_diff, 4), (carry, 4), (A, 4), (B, 4), (select, 3), (3, 2), (0, 3)","(module, 1), (output, 2), (input, 2), (if, 1), (begin, 2), (assign, 2), (end, 2), (else, 1), (endmodule, 1)",Prog_11
Doc_148,"(LL_28, 1), (LL_13, 1), (LL_1, 7), (LL_21, 2), (LL_22, 3), (LL_36, 1), (LL_16, 2), (LL_10, 4), (LL_23, 1), (LL_20, 3), (LL_25, 1), (LL_18, 1), (LL_10, 1)","(LW_5, 6), (LW_1, 2), (LW_0, 7), (LW_3, 2), (LW_2, 4), (LW_7, 1), (LW_4, 2), (LW_6, 3)",27,"(IS_2, 7), (IS_1, 7), (IS_6, 1), (IS_3, 4), (IS_0, 1), (IT_0, 11), (IT_2, 9)","(IN_0, 6), (IN_1, 14)",71,4,"(Circuit_1, 3), (default_nettype, 1)","(timescale, 1), (1ns, 1), (100ps, 1), (default_nettype, 1), (none, 1), (A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 3), (T3, 3), (G1, 1), (G2, 1), (G3, 2), (G6, 4), (G4, 2), (G5, 2), (G7, 2), (G8, 2), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 3), (and, 5), (or, 2), (not, 1),  (endmodule, 1)",Prog_12
Doc_149,"(LL_28, 1), (LL_13, 1), (LL_1, 7), (LL_21, 2), (LL_22, 3), (LL_36, 1), (LL_16, 2), (LL_10, 4), (LL_23, 1), (LL_20, 3), (LL_25, 1), (LL_18, 1), (LL_10, 1)","(LW_5, 6), (LW_1, 2), (LW_0, 7), (LW_3, 2), (LW_2, 4), (LW_7, 1), (LW_4, 2), (LW_6, 3)",27,,"(IN_0, 6), (IN_1, 14)",71,4,"(Circuit_1, 3), (default_nettype, 1)","(timescale, 1), (1ns, 1), (100ps, 1), (default_nettype, 1), (none, 1), (A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 3), (T3, 3), (G1, 1), (G2, 1), (G3, 2), (G6, 4), (G4, 2), (G5, 2), (G7, 2), (G8, 2), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 3), (and, 5), (or, 2), (not, 1),  (endmodule, 1)",Prog_12
Doc_150,"(LL_28, 1), (LL_13, 1), (LL_1, 7), (LL_21, 2), (LL_22, 3), (LL_36, 1), (LL_16, 2), (LL_10, 4), (LL_23, 1), (LL_20, 3), (LL_25, 1), (LL_18, 1), (LL_10, 1)","(LW_5, 6), (LW_1, 2), (LW_0, 7), (LW_3, 2), (LW_2, 4), (LW_7, 1), (LW_4, 2), (LW_6, 3)",27,"(IS_2, 7), (IS_1, 7), (IS_6, 1), (IS_3, 4), (IS_0, 1), (IT_0, 11), (IT_2, 9)","(IN_0, 6), (IN_1, 14)",71,4,"(Circuit_1, 3), (default_nettype, 1)","(timescale, 1), (1ns, 1), (100ps, 1), (default_nettype, 1), (none, 1), (A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 3), (T3, 3), (G1, 1), (G2, 1), (G3, 2), (G6, 4), (G4, 2), (G5, 2), (G7, 2), (G8, 2), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 3), (and, 5), (or, 2), (not, 1),  (endmodule, 1)",Prog_12
Doc_151,"(LL_28, 1), (LL_13, 1), (LL_1, 8), (LL_21, 2), (LL_22, 3), (LL_36, 1), (LL_16, 2), (LL_10, 8), (LL_23, 1), (LL_22, 2), (LL_20, 3), (LL_25, 1), (LL_18, 1), (LL_10, 1)","(LW_5, 6), (LW_1, 2), (LW_0, 8), (LW_3, 2), (LW_2, 7), (LW_7, 1), (LW_4, 2), (LW_6, 3)",32,"(IS_2, 7), (IS_1, 11), (IS_6, 1), (IS_3, 4), (IS_0, 1), (IT_0, 15), (IT_2, 9)","(IN_0, 6), (IN_1, 18)",79,4,"(Circuit_1, 3), (default_nettype, 1)","(timescale, 1), (1ns, 1), (100ps, 1), (default_nettype, 1), (none, 1), (A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 3), (T3, 3), (G1, 1), (or, 3), (G2, 1), (T4, 3), (T5, 3), (T6, 3), (G3, 1), (G4, 1), (G5, 1), (G6, 1), (T7, 3), (G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 7), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_12
Doc_152,"(LL_28, 1), (LL_13, 1), (LL_1, 3), (LL_21, 1), (LL_22, 1), (LL_52, 1), (LL_29, 1), (LL_19, 1), (LL_45, 1), (LL_72, 1), (LL_51, 1), (LL_10, 1)","(LW_5, 2), (LW_1, 2), (LW_0, 3), (LW_3, 1), (LW_2, 1), (LW_9, 1), (LW_4, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1)",14,"(IS_2, 1), (IS_1, 3), (IS_8, 1), (IS_3, 1), (IS_4, 1), (IS_11, 1), (IS_19, 1), (IS_13, 1), (IS_0, 1)","(IN_0, 6), (IN_1, 5)",68,13,"(Circuit_2, 2), (default_nettype, 1), (Circuit_1, 1), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(timescale, 1), (1ns, 1), (100ps, 1), (default_nettype, 1), (none, 1), (Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_12
Doc_153,"(LL_28, 1), (LL_13, 1), (LL_1, 3), (LL_21, 1), (LL_22, 1), (LL_52, 1), (LL_29, 1), (LL_19, 1), (LL_45, 1), (LL_72, 1), (LL_51, 1), (LL_10, 1)","(LW_5, 2), (LW_1, 2), (LW_0, 3), (LW_3, 1), (LW_2, 1), (LW_9, 1), (LW_4, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1)",14,"(IS_2, 1), (IS_1, 3), (IS_8, 1), (IS_3, 1), (IS_4, 1), (IS_11, 1), (IS_19, 1), (IS_13, 1), (IS_0, 1)","(IN_0, 6), (IN_1, 5)",68,13,"(Circuit_2, 3), (default_nettype, 1), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(timescale, 1), (1ns, 1), (100ps, 1), (default_nettype, 1), (none, 1), (Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_12
Doc_154,"(LL_28, 1), (LL_13, 1), (LL_1, 3), (LL_21, 1), (LL_22, 1), (LL_52, 1), (LL_29, 1), (LL_19, 1), (LL_45, 1), (LL_72, 1), (LL_51, 1), (LL_10, 1)","(LW_5, 2), (LW_1, 2), (LW_0, 3), (LW_3, 1), (LW_2, 1), (LW_9, 1), (LW_4, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1)",14,"(IS_2, 1), (IS_1, 3), (IS_8, 1), (IS_3, 1), (IS_4, 1), (IS_11, 1), (IS_19, 1), (IS_13, 1), (IS_0, 1)","(IN_0, 6), (IN_1, 5)",68,13,"(Circuit_2, 3), (default_nettype, 1), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(timescale, 1), (1ns, 1), (100ps, 1), (default_nettype, 1), (none, 1), (Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_12
Doc_155,"(LL_33, 1), (LL_36, 1), (LL_14, 1), (LL_22, 1), (LL_1, 1), (LL_10, 1), (LL_30, 1), (LL_31, 16), (LL_13, 2)","(LW_5, 19), (LW_7, 1), (LW_2, 1), (LW_0, 1), (LW_1, 3)",25,"(IS_2, 1), (IS_6, 1), (IS_1, 1), (IS_4, 1), (IS_0, 3), (IS_15, 17)","(IN_0, 3), (IN_4, 4), (IN_8, 17)",420,3,"(UDP_Majority_4, 1), (UDP_02467, 1)","(UDP_02467, 1), (z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_12
Doc_156,"(LL_33, 1), (LL_38, 1), (LL_14, 1), (LL_22, 1), (LL_1, 3), (LL_40, 1), (LL_18, 1), (LL_26, 1), (LL_14, 1), (LL_34, 1), (L_35, 16), (LL_17, 2), (LL_10, 1)","(LW_5, 20), (LW_7, 2), (LW_2, 2), (LW_0, 3), (LW_1, 4)",31,"(IS_2, 1), (IS_6, 2), (IS_1, 2), (IS_4, 2), (IS_0, 4), (IS_15, 17)","(IN_0, 3), (IN_4, 4), (IN_8, 4), (IN_12, 17) ",531,5,"(UDP_Majority_4, 2), (UDP_02467, 1)","(z, 5), (a, 5), (b, 5), (c, 5), (d, 5), (UDP_02467, 1), (0, 43), (1, 37)","(module, 1), (output, 2), (input, 2), (primitive, 1), (endtable, 1), (endprimitive, 1), (endmodule, 1)",Prog_12
Doc_157,"(LL_33, 1), (LL_42, 1), (LL_14, 1), (LL_22, 1), (LL_1, 2), (LL_10, 1), (LL_30, 1), (LL_31, 16), (LL_13, 2)","(LW_5, 19), (LW_7, 1), (LW_2, 1), (LW_0, 2), (LW_1, 3)",26,"(IS_2, 1), (IS_7, 1), (IS_1, 1), (IS_4, 1), (IS_0, 3), (IS_15, 17)","(IN_0, 3), (IN_4, 4), (IN_8, 17) ",421,4,"(UDP_Majority_4, 2)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_12
Doc_158,"(LL_33, 1), (LL_42, 1), (LL_14, 1), (LL_22, 1), (LL_1, 2), (LL_10, 1), (LL_30, 1), (LL_31, 16), (LL_13, 2)","(LW_5, 19), (LW_7, 1), (LW_2, 1), (LW_0, 2), (LW_1, 3)",26,"(IS_2, 1), (IS_6, 1), (IS_1, 1), (IS_4, 1), (IS_0, 3), (IS_17, 1), (IS_15, 16)","(IN_0, 3), (IN_4, 5), (IN_8, 16) ",418,4,"(UDP_Majority_4, 2)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_12
Doc_159,"(LL_27, 1), (LL_48, 1), (LL_30, 1), (LL_13, 1), (LL_1, 1), (LL_52, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_3, 1), (LW_0, 1), (LW_8, 1), (LW_1, 1)",7,"(IS_2, 3), (IS_5, 1), (IS_12, 1), (IS_0, 1)","(IN_0, 3), (IN_1, 3)",26,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 2), (0, 1), (3, 1)","(module, 1), (output, 1), (input, 1), (assign, 1), (endmodule, 1)",Prog_12
Doc_160,"(LL_27, 1), (LL_48, 1), (LL_30, 1), (LL_13, 1), (LL_1, 1), (LL_52, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_3, 1), (LW_0, 1), (LW_8, 1), (LW_1, 1)",7,"(IS_2, 3), (IS_5, 1), (IS_12, 1), (IS_0, 1)","(IN_0, 3), (IN_1, 3)",26,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 2), (0, 1), (3, 1)","(module, 1), (output, 1), (input, 1), (assign, 1), (endmodule, 1)",Prog_12
Doc_161,"(LL_27, 1), (LL_48, 1), (LL_30, 1), (LL_13, 1), (LL_1, 1), (LL_52, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_3, 1), (LW_0, 1), (LW_8, 1), (LW_1, 1)",7,"(IS_2, 3), (IS_5, 1), (IS_12, 1), (IS_0, 1)","(IN_0, 3), (IN_1, 3)",26,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 2), (0, 1), (3, 1)","(module, 1), (output, 1), (input, 1), (assign, 1), (endmodule, 1)",Prog_12
Doc_162,"(LL_27, 1), (LL_48, 1), (LL_30, 1), (LL_23, 1), (LL_1, 2), (LL_52, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 2), (LW_0, 2), (LW_8, 1), (LW_1, 1)",8,"(IS_2, 3), (IS_5, 1), (IS_12, 1), (IS_0, 1)","(IN_0, 3), (IN_1, 3)",26,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 2), (0, 1), (3, 3)","(module, 1), (output, 1), (input, 1), (assign, 1), (endmodule, 1)",Prog_12
Doc_163,"(LL_28, 1), (LL_35, 1), (LL_15, 2), (LL_33, 1), (LL_1, 1), (LL_24, 1), (LL_22, 1), (LL_21, 3), (LL_25, 1), (LL_18, 1), (LL_23, 1), (LL_20, 1), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_0, 1), (LW_6, 3), (LW_1, 1)",16,"(IS_2, 3), (IS_5, 4), (IS_3, 2), (IS_7, 1), (IS_4, 4), (IS_0, 1)","(IN_0, 15)",55,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), T1, 3), (T2, 3), (T3, 3), (T4, 3), (T5, 3), (T6, 3), (T7, 3)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_13
Doc_164,"(LL_28, 2), (LL_52, 1), (LL_19, 1), (LL_1, 1), (LL_40, 1), (LL_61, 1), (LL_44, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_8, 1), (IS_3, 4), (IS_5, 1), (IS_0, 1)","(IN_0, 8)",27,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_13
Doc_165,"(LL_33, 1), (LL_42, 1), (LL_10, 1), (LL_18, 1), (LL_6, 1), (LL_15, 1), (LL_14, 15), (LL_9, 1), (LL_13, 1)","(LW_5, 18), (LW_7, 1), (LW_2, 1), (LW_1, 3)",23,"(IS_2, 1), (IS_6, 1), (IS_1, 1), (IS_4, 1), (IS_0, 19), (IT_0, 7), (IT_6, 1), (IT_5, 15)","(IN_0, 8), (IN_1, 15)",109,4,"(UDP_Majority_4, 2)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 40), (1, 35)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_13
Doc_166,"(LL_33, 1), (LL_42, 1), (LL_10, 1), (LL_18, 1), (LL_6, 1), (LL_15, 1), (LL_14, 15), (LL_9, 1), (LL_13, 1)","(LW_5, 18), (LW_7, 1), (LW_2, 1), (LW_1, 3)",23,"(IS_2, 1), (IS_6, 1), (IS_1, 1), (IS_4, 1), (IS_0, 19), (IT_0, 7), (IT_6, 1), (IT_5, 15)","(IN_0, 8), (IN_1, 15)",109,4,"(UDP_Majority_4, 2)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 40), (1, 35)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_13
Doc_167,"(LL_33, 1), (LL_42, 1), (LL_10, 1), (LL_18, 1), (LL_6, 1), (LL_15, 1), (LL_14, 15), (LL_9, 1), (LL_13, 1)","(LW_5, 19), (LW_7, 1), (LW_2, 1), (LW_1, 3)",24,"(IS_2, 1), (IS_6, 1), (IS_1, 1), (IS_4, 1), (IS_0, 19), (IT_0, 7), (IT_6, 1), (IT_5, 15)","(IN_0, 8), (IN_1, 16)",115,4,"(UDP_Majority_4, 2)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 40), (1, 35)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_13
Doc_168,"(LL_27, 1), (LL_49, 1), (LL_26, 1), (LL_23, 1), (LL_22, 1), (LL_24, 1), (LL_44, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_4, 1), (LW_2, 2), (LW_8, 1), (LW_1, 1)",8,"(IS_2, 1), (IS_6, 1), (IS_5, 2), (IS_10, 1), (IS_7, 1), (IS_11, 1), (IS_0, 1)","(IN_0, 8)",46,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 3), (3, 2), (0, 2)","(module, 1), (input, 2), (assign, 1), (endmodule, 1)",Prog_13
Doc_169,"(LL_26, 2), (LL_20, 1), (LL_23, 1), (LL_1, 1), (LL_14, 1), (LL_22, 12), (LL_10, 1)","(LW_5, 4), (LW_0, 1), (LW_3, 1), (LW_6, 6), (LW_4, 6), (LW_1, 1)",19,"(IS_2, 1), (IS_4, 1), (IS_3, 1), (IS_8, 1), (IS_1, 1), (IS_6, 4), (IS_10, 6), (IS_7, 2), (IS_0, 1)","(IN_0, 18)",116,0,0,"(A, 9), (B, 9), (Y, 8), (reg, 1), (5, 3), (0, 10), (3, 3), (1, 8), (y, 6), (4, 2), (2, 2)","(module, 1), (output, 1), (input, 1), (always, 1), (if, 6), (else, 6), (endmodule, 1)",Prog_13
Doc_170,"(LL_26, 2), (LL_20, 1), (LL_23, 1), (LL_1, 1), (LL_14, 1), (LL_22, 12), (LL_10, 1)","(LW_5, 4), (LW_0, 1), (LW_3, 1), (LW_6, 6), (LW_4, 6), (LW_1, 1)",19,"(IS_2, 1), (IS_4, 1), (IS_3, 1), (IS_8, 1), (IS_1, 1), (IS_6, 4), (IS_10, 6), (IS_7, 2), (IS_0, 1)","(IN_0, 18)",116,0,0,"(A, 9), (B, 9), (Y, 14), (reg, 1), (5, 3), (0, 10), (3, 3), (1, 8), (4, 2), (2, 2)","(module, 1), (output, 1), (input, 1), (always, 1), (if, 6), (else, 6), (endmodule, 1)",Prog_13
